Anger Frames >= Threshold,0
Sadness Frames >= Threshold,0
Disgust Frames >= Threshold,35
Joy Frames >= Threshold,0
Surprise Frames >= Threshold,55
Fear Frames >= Threshold,0
Contempt Frames >= Threshold,14
Engagement Frames >= Threshold,524
Attention Frames >= Threshold,10179
