Anger Frames >= Threshold,0
Sadness Frames >= Threshold,0
Disgust Frames >= Threshold,8
Joy Frames >= Threshold,0
Surprise Frames >= Threshold,9
Fear Frames >= Threshold,12
Contempt Frames >= Threshold,0
Engagement Frames >= Threshold,68
Attention Frames >= Threshold,1682
