Anger Frames >= Threshold,0
Sadness Frames >= Threshold,0
Disgust Frames >= Threshold,24
Joy Frames >= Threshold,95
Surprise Frames >= Threshold,13
Fear Frames >= Threshold,0
Contempt Frames >= Threshold,0
Engagement Frames >= Threshold,259
Attention Frames >= Threshold,2311
