Anger Frames >= Threshold,0
Sadness Frames >= Threshold,0
Disgust Frames >= Threshold,56
Joy Frames >= Threshold,123
Surprise Frames >= Threshold,156
Fear Frames >= Threshold,0
Contempt Frames >= Threshold,17
Engagement Frames >= Threshold,448
Attention Frames >= Threshold,1401
