Anger Frames >= Threshold,0
Sadness Frames >= Threshold,0
Disgust Frames >= Threshold,11
Joy Frames >= Threshold,196
Surprise Frames >= Threshold,30
Fear Frames >= Threshold,0
Contempt Frames >= Threshold,0
Engagement Frames >= Threshold,272
Attention Frames >= Threshold,1258
