Anger Frames >= Threshold,0
Sadness Frames >= Threshold,0
Disgust Frames >= Threshold,0
Joy Frames >= Threshold,0
Surprise Frames >= Threshold,39
Fear Frames >= Threshold,13
Contempt Frames >= Threshold,0
Engagement Frames >= Threshold,458
Attention Frames >= Threshold,8793
