Anger Frames >= Threshold,0
Sadness Frames >= Threshold,0
Disgust Frames >= Threshold,6
Joy Frames >= Threshold,528
Surprise Frames >= Threshold,35
Fear Frames >= Threshold,39
Contempt Frames >= Threshold,12
Engagement Frames >= Threshold,1135
Attention Frames >= Threshold,9337
