Anger Frames >= Threshold,0
Sadness Frames >= Threshold,97
Disgust Frames >= Threshold,0
Joy Frames >= Threshold,42
Surprise Frames >= Threshold,28
Fear Frames >= Threshold,0
Contempt Frames >= Threshold,8
Engagement Frames >= Threshold,288
Attention Frames >= Threshold,1820
