Anger Frames >= Threshold,0
Sadness Frames >= Threshold,0
Disgust Frames >= Threshold,0
Joy Frames >= Threshold,52
Surprise Frames >= Threshold,0
Fear Frames >= Threshold,0
Contempt Frames >= Threshold,0
Engagement Frames >= Threshold,89
Attention Frames >= Threshold,844
