Stimulus Name,Respondent Name,Gender,Age,Group,Fixation Number(per AOI),Fixation Centroid X,Fixation Centroid Y,Fixation StartMs,Duration Ms,AOI Label,Fixation Sequence(Across AOIs)
logo01,P08,Female,46,G1,4,896.705882352941,642.882352941177,1438.42895,283.130950000006,N/A,4
logo01,P08,Female,46,G1,5,1038.3,618.65,1771.5213,166.548299999995,N/A,5
logo01,P08,Female,46,G1,6,727.818181818182,625.5,2004.6852,183.203399999999,N/A,6
logo01,P08,Female,46,G1,7,813.95,682.2,2237.85055,166.550350000005,N/A,7
logo01,P08,Female,46,G1,8,630,600.071428571429,2637.56435,116.5821,N/A,8
logo01,P08,Female,46,G1,9,1036.23684210526,665.473684210526,2820.76515,316.957399999999,N/A,9
logo01,P08,Female,46,G1,10,1050.61764705882,614.147058823529,3170.5165,283.126200000006,N/A,10
logo01,P08,Female,46,G1,11,725.178571428572,648.571428571429,3520.26289999999,466.34550000001,N/A,11
logo01,P08,Female,46,G1,12,817.022727272727,689.522727272727,4036.55625,366.401599999997,N/A,12
logo01,P08,Female,46,G1,13,1319.7,511.4,4835986,166.551899999999,N/A,13
logo01,P08,Female,46,G1,14,646.8,370.6,5069.14795,166.547400000003,N/A,14
logo01,P08,Female,46,G1,15,569.818181818182,406.25,5269.0026,366.404349999997,N/A,15
logo01,P08,Female,46,G1,16,1313.59090909091,466.909090909091,5735.33605,183.201650000003,N/A,16
logo01,P08,Female,46,G1,17,1414.64705882353,509.176470588235,5951.84845,47.5775500000018,N/A,17
logo02_name-white,P00,Male,47,G1,1,737.736842105263,658.657894736842,0,311.872049999991,N/A,1
logo02_name-white,P00,Male,47,G1,2,1143,733.0625,378.49035,133.237950000002,N/A,2
logo02_name-white,P00,Male,47,G1,3,826.058823529412,684.823529411765,561.692499999997,283.129000000001,N/A,3
logo02_name-white,P00,Male,47,G1,4,944.534482758621,332.310344827586,911.441399999996,482.985200000003,N/A,4
logo02_name-white,P00,Male,47,G1,5,771.818181818182,714.090909090909,1461.0451,366.402849999999,N/A,5
logo02_name-white,P00,Male,47,G1,6,1164.05357142857,760.964285714286,1894.06735,466.331000000006,N/A,6
logo02_name-white,P00,Male,47,G1,7,1017.5,745,2427.01794999999,99.928150000007,N/A,7
logo02_name-white,P00,Male,47,G1,8,672.576923076923,748.692307692308,2660.1825,216.511450000005,N/A,8
logo02_name-white,P00,Male,47,G1,9,1167.32,751.74,2993.2764,416.367699999995,N/A,9
logo02_name-white,P00,Male,47,G1,10,984.685185185185,387.148148148148,3476.26235,449.677250000001,N/A,10
logo02_name-white,P00,Male,47,G1,11,1263.36956521739,760.652173913044,4009.21204999999,383.058999999994,N/A,11
logo02_name-white,P00,Male,47,G1,12,998.571428571429,412.928571428571,4458.88945,349.749100000008,N/A,12
logo02_name-white,P00,Male,47,G1,13,972.790322580645,337.048387096774,4841.9467,516.294899999994,N/A,13
logo02_name-white,P00,Male,47,G1,14,1032.96153846154,334.423076923077,5391.5513,216.511550000003,N/A,14
logo02_name-white,P00,Male,47,G1,15,944.928571428571,582.928571428572,5724.64535,116.583749999998,N/A,15
logo02_name-white,P00,Male,47,G1,16,975.413793103448,714.810344827586,5891.1919,96.8030999999974,N/A,16
logo02_name-white,P01,Male,32,G1,1,1205.25,863.840909090909,0,246.986450000004,N/A,1
logo02_name-white,P01,Male,32,G1,2,1007.21428571429,667.071428571429,296.950500000003,116.582650000004,N/A,2
logo02_name-white,P01,Male,32,G1,3,481.464285714286,721.821428571429,446.843000000001,233.164949999999,N/A,3
logo02_name-white,P01,Male,32,G1,4,1004.63636363636,718.772727272727,713.317600000002,183.201650000003,N/A,4
logo02_name-white,P01,Male,32,G1,5,975.2,391.9,963.137150000002,166.546999999999,N/A,5
logo02_name-white,P01,Male,32,G1,6,1035.23333333333,738.466666666667,1196.3039,249.819950000001,N/A,6
logo02_name-white,P01,Male,32,G1,7,693.045454545455,742.136363636364,1479.43305,366.402950000003,N/A,7
logo02_name-white,P01,Male,32,G1,8,1092.54545454545,738.545454545455,1895.8012,183.201249999998,N/A,8
logo02_name-white,P01,Male,32,G1,9,1335.10714285714,736.535714285714,2145.62075,233.165949999999,N/A,9
logo02_name-white,P01,Male,32,G1,10,1125.18181818182,747,2412.0954,183.202000000001,N/A,10
logo02_name-white,P01,Male,32,G1,11,1025.72222222222,737.444444444444,2645.2614,149.892199999998,N/A,11
logo02_name-white,P01,Male,32,G1,12,974.789473684211,372.447368421053,2861.7773,316.433850000001,N/A,12
logo02_name-white,P01,Male,32,G1,13,1029.65,611.15,3244.83065,166.545899999997,N/A,13
logo02_name-white,P01,Male,32,G1,14,878.03125,691125,3477.99575,266.474750000001,N/A,14
logo02_name-white,P01,Male,32,G1,15,746.205882352941,690.970588235294,3894.3627,283.129700000001,N/A,15
logo02_name-white,P01,Male,32,G1,16,953.166666666667,657.227272727273,4244.11175,549.604049999998,N/A,16
logo02_name-white,P01,Male,32,G1,17,980.607142857143,482.25,4843.6798,466.331699999999,N/A,17
logo02_name-white,P01,Male,32,G1,18,943.815789473684,498.026315789474,5326.66615,316.438750000001,N/A,18
logo02_name-white,P01,Male,32,G1,19,1017.61538461538,660.512820512821,5709.7239,277.901900000001,N/A,19
logo02_name-white,P02,Female,22,G1,1,726.6875,596.90625,0,227.695050000002,N/A,1
logo02_name-white,P02,Female,22,G1,2,759.818181818182,713.636363636364,277.658100000001,183.201350000003,N/A,2
logo02_name-white,P02,Female,22,G1,3,608.857142857143,759.642857142857,510.823500000006,116.67025000001,N/A,3
logo02_name-white,P02,Female,22,G1,4,503.5,761.111111111111,677.370650000004,149.891799999998,N/A,4
logo02_name-white,P02,Female,22,G1,5,1037.11111111111,526.888888888889,893.880950000006,149.893149999996,N/A,5
logo02_name-white,P02,Female,22,G1,6,980.545454545454,460.136363636364,1077.08315000001,183.201499999996,N/A,6
logo02_name-white,P02,Female,22,G1,7,1409.7,760975,1326.90295,333.094349999999,N/A,7
logo02_name-white,P02,Female,22,G1,8,1281.8125,787.1875,1726.61605,133.237249999998,N/A,8
logo02_name-white,P02,Female,22,G1,9,1019.7,776.7,1909.81715,83.2740500000073,N/A,9
logo02_name-white,P02,Female,22,G1,10,649.236842105263,761.684210526316,2076.36385,316.439050000001,N/A,10
logo02_name-white,P02,Female,22,G1,11,1017.6875,761.5,2459.42215000001,133.237699999998,N/A,11
logo02_name-white,P02,Female,22,G1,12,1206.58333333333,759.083333333333,2642.62385,199.856350000002,N/A,12
logo02_name-white,P02,Female,22,G1,13,977325,434,3175.5739,333.093949999995,N/A,13
logo02_name-white,P02,Female,22,G1,14,1232.02173913043,661.217391304348,3591.94105,383.057649999995,N/A,14
logo02_name-white,P02,Female,22,G1,15,1002.22727272727,414.545454545455,4141.54565,183.201700000005,N/A,15
logo02_name-white,P02,Female,22,G1,16,606.833333333333,756125,4391.36675,199.855100000001,N/A,16
logo02_name-white,P02,Female,22,G1,17,1152.15384615385,714.076923076923,4657.8414,216.510849999999,N/A,17
logo02_name-white,P02,Female,22,G1,18,922.846153846154,725.730769230769,4940.97070000001,216.510849999999,N/A,18
logo02_name-white,P02,Female,22,G1,19,796.535714285714,684,5207.4463,233.165000000001,N/A,19
logo02_name-white,P02,Female,22,G1,20,953.058823529412,487.235294117647,5507.23065,283.129400000005,N/A,20
logo02_name-white,P02,Female,22,G1,21,734.714285714286,724.107142857143,5856.9783,141.001700000001,N/A,21
logo02_name-white,P03,Female,16,G1,1,786.9375,669.979166666667,0,308.117649999993,N/A,1
logo02_name-white,P03,Female,16,G1,2,972.777777777778,711.888888888889,358.084199999998,149.890950000001,N/A,2
logo02_name-white,P03,Female,16,G1,3,635875,721,574.595999999998,66.6229999999996,N/A,3
logo02_name-white,P03,Female,16,G1,4,973.076923076923,429.846153846154,707.832949999996,216.510600000001,N/A,4
logo02_name-white,P03,Female,16,G1,5,932.045454545455,411.772727272727,940.99985,183.199549999998,N/A,5
logo02_name-white,P03,Female,16,G1,6,909.958333333333,362.291666666667,1157.51229999999,199.857300000003,N/A,6
logo02_name-white,P03,Female,16,G1,7,1006.75,346.25,1390.67619999999,66.6175500000027,N/A,7
logo02_name-white,P03,Female,16,G1,8,592,688.055555555556,1540.56595,149.890499999994,N/A,8
logo02_name-white,P03,Female,16,G1,9,983.961538461539,728.346153846154,1757.0785,216.510049999997,N/A,9
logo02_name-white,P03,Female,16,G1,10,1233.59523809524,729.476190476191,2040.2084,349.746250000004,N/A,10
logo02_name-white,P03,Female,16,G1,11,1014.15,560,2456.57584999999,166.545699999995,N/A,11
logo02_name-white,P03,Female,16,G1,12,941.75,479.35,2673084,166.548300000002,N/A,12
logo02_name-white,P03,Female,16,G1,13,928.051724137931,412.603448275862,2872.94289999999,482.9853,N/A,13
logo02_name-white,P03,Female,16,G1,14,959.545454545455,344.727272727273,3389.2365,183.202000000005,N/A,14
logo02_name-white,P03,Female,16,G1,15,1418.03846153846,738.846153846154,3655.71545,216.512799999997,N/A,15
logo02_name-white,P03,Female,16,G1,17,1280.78571428571,751.785714285714,4138.69635,116.585599999999,N/A,17
logo02_name-white,P03,Female,16,G1,18,811125,742.6875,4321.90074999999,133.238700000002,N/A,18
logo02_name-white,P03,Female,16,G1,19,640.842105263158,733.052631578947,4505.10494999999,316.433399999994,N/A,19
logo02_name-white,P03,Female,16,G1,20,1032.0652173913,733.304347826087,4904.81465,383.058850000001,N/A,20
logo02_name-white,P03,Female,16,G1,21,789.388888888889,817.055555555556,5387.7973,149.895399999994,N/A,21
logo02_name-white,P03,Female,16,G1,22,770.722222222222,753.222222222222,5571.0042,149.891499999991,N/A,22
logo02_name-white,P03,Female,16,G1,23,946.461538461539,520.653846153846,5770.85825,216.509749999997,N/A,23
logo02_name-white,P04,Female,17,G1,1,465.821428571429,776.214285714286,0,27.7333499999984,N/A,1
logo02_name-white,P04,Female,17,G1,2,858.5,1044.0625,94.3557499999988,133.236250000002,N/A,2
logo02_name-white,P04,Female,17,G1,3,858875,830.8125,294.213449999999,133.2336,N/A,3
logo02_name-white,P04,Female,17,G1,4,566.333333333333,803.166666666667,494.067049999998,99.9287499999991,N/A,4
logo02_name-white,P04,Female,17,G1,5,1005.6875,691,660.611499999999,133.237100000002,N/A,5
logo02_name-white,P04,Female,17,G1,6,950.62,501.46,860.467400000001,416.36995,N/A,6
logo02_name-white,P04,Female,17,G1,7,917.083333333333,453.694444444445,1293.49195,299.784449999999,N/A,7
logo02_name-white,P04,Female,17,G1,8,1001.04166666667,769.666666666667,1859.75055,199.855449999999,N/A,8
logo02_name-white,P04,Female,17,G1,9,463.59375,770.09375,2126.2239,266.477449999999,N/A,9
logo02_name-white,P04,Female,17,G1,10,931,764.945945945946,2459.32195,616.219249999998,N/A,10
logo02_name-white,P04,Female,17,G1,11,798.416666666667,1052.04166666667,3125.50645,199.858850000004,N/A,11
logo02_name-white,P04,Female,17,G1,12,699.928571428572,776,3391.98205,233.166999999998,N/A,12
logo02_name-white,P04,Female,17,G1,13,719125,823,3858.31335,66.6187999999966,N/A,13
logo02_name-white,P04,Female,17,G1,14,376.416666666667,771.166666666667,3991.5566,299.779600000002,N/A,14
logo02_name-white,P04,Female,17,G1,15,881.25,770.6,4357.95545,333.092800000002,N/A,15
logo02_name-white,P04,Female,17,G1,16,1172.33333333333,764.305555555556,4757.6653,299.789700000001,N/A,16
logo02_name-white,P04,Female,17,G1,17,915.555555555556,428.222222222222,5124.06975,299.78225,N/A,17
logo02_name-white,P04,Female,17,G1,18,477.953125,781.328125,5490.47405,504.070049999998,N/A,18
logo02_name-white,P05,Female,17,G1,1,657.090909090909,346.318181818182,7.15964999999778,183.185949999999,N/A,1
logo02_name-white,P05,Female,17,G1,2,983.583333333333,713.833333333333,273.619699999999,99.9291000000012,N/A,2
logo02_name-white,P05,Female,17,G1,3,988.347826086956,313.521739130435,440.165549999998,383.064600000002,N/A,3
logo02_name-white,P05,Female,17,G1,4,1032.66666666667,750.333333333333,889.840749999999,99.9337999999989,N/A,4
logo02_name-white,P05,Female,17,G1,5,667.142857142857,736.821428571429,1056.3912,233.162049999999,N/A,5
logo02_name-white,P05,Female,17,G1,6,615.666666666667,757.833333333333,1322.8667,199.8557,N/A,6
logo02_name-white,P05,Female,17,G1,7,937.035714285714,745.5,1589.33675,233.169999999998,N/A,7
logo02_name-white,P05,Female,17,G1,8,1185.59090909091,745.181818181818,1872.47045,183.200400000002,N/A,8
logo02_name-white,P05,Female,17,G1,9,676.772727272727,811.727272727273,2505.3466,184.520449999996,N/A,9
logo02_name-white,P05,Female,17,G1,10,580.285714285714,781.714285714286,2738.51445,116.582399999999,N/A,10
logo02_name-white,P05,Female,17,G1,11,1121.61111111111,733.111111111111,2938.3663,149.89545,N/A,11
logo02_name-white,P05,Female,17,G1,12,1276.26315789474,734.736842105263,3138.22525,316.4404,N/A,12
logo02_name-white,P05,Female,17,G1,13,1384.64285714286,743.642857142857,3504.6358,116.578399999999,N/A,13
logo02_name-white,P05,Female,17,G1,14,961.727272727273,400.545454545455,3704.48395,183.203150000001,N/A,14
logo02_name-white,P05,Female,17,G1,15,1018.22727272727,727.727272727273,3954.3059,183.202600000004,N/A,15
logo02_name-white,P05,Female,17,G1,16,934.666666666667,421.366666666667,4204.13145,249.815300000002,N/A,16
logo02_name-white,P05,Female,17,G1,17,906.423076923077,381.923076923077,4470.60435,216.505450000001,N/A,17
logo02_name-white,P05,Female,17,G1,18,967.444444444445,362.555555555556,4720.4212,149.889949999997,N/A,18
logo02_name-white,P05,Female,17,G1,19,891.5,336.222222222222,4920.27545,149.893550000001,N/A,19
logo02_name-white,P05,Female,17,G1,20,955.190476190476,370.904761904762,5120.1328,349.749799999998,N/A,20
logo02_name-white,P05,Female,17,G1,21,931.323529411765,419.088235294118,5503.19085,283.1279,N/A,21
logo02_name-white,P06,Female,17,G1,1,1225.09459459459,609.972972972973,0,227.260450000002,N/A,1
logo02_name-white,P06,Female,17,G1,2,918.6,699,293.8822,83.2788499999952,N/A,2
logo02_name-white,P06,Female,17,G1,3,581.4375,746.6875,810178,133.237249999998,N/A,3
logo02_name-white,P06,Female,17,G1,4,961.821428571429,716.857142857143,1010.03605,233.163850000005,N/A,4
logo02_name-white,P06,Female,17,G1,5,1262.5,722.95,1309.82005,166.550900000002,N/A,5
logo02_name-white,P06,Female,17,G1,6,986.894736842105,384.131578947368,1559.63615,316.438549999999,N/A,6
logo02_name-white,P06,Female,17,G1,7,922.395348837209,413.406976744186,1892.72875,716.151849999998,N/A,7
logo02_name-white,P06,Female,17,G1,8,946.5,578125,2875.35685,66.6202000000012,N/A,8
logo02_name-white,P06,Female,17,G1,9,1015,802.1,2991953,166.536349999999,N/A,9
logo02_name-white,P06,Female,17,G1,10,683.352941176471,739.176470588235,3241.7606,283.132699999998,N/A,10
logo02_name-white,P06,Female,17,G1,11,504.444444444444,704.5,3574.8539,299.784649999998,N/A,11
logo02_name-white,P06,Female,17,G1,12,1114.78571428571,830.071428571429,4257.6983,116.581200000001,N/A,12
logo02_name-white,P06,Female,17,G1,13,1456.57142857143,864.357142857143,4424.24325,116.586299999999,N/A,13
logo02_name-white,P06,Female,17,G1,14,1450.5,801.333333333333,4557.4831,99.9282500000008,N/A,14
logo02_name-white,P06,Female,17,G1,15,1436.28571428571,783.178571428572,4724.0441,233.146649999999,N/A,15
logo02_name-white,P06,Female,17,G1,16,737.4,823.4,5340.2527,83.2708500000008,N/A,16
logo02_name-white,P06,Female,17,G1,17,512.8125,863375,5606.72815,133.237300000001,N/A,17
logo02_name-white,P06,Female,17,G1,18,1033,796.75,5939.82165,59.2764500000012,N/A,18
logo02_name-white,P07,Female,13,G1,1,876.315789473684,1067.81578947368,0,201.393499999998,N/A,1
logo02_name-white,P07,Female,13,G1,2,907.5625,654.5,251.356749999999,133.2408,N/A,2
logo02_name-white,P07,Female,13,G1,3,635.676470588235,756.794117647059,434.560399999998,283.12905,N/A,3
logo02_name-white,P07,Female,13,G1,4,891.4375,771.25,784.309849999998,133.235099999998,N/A,4
logo02_name-white,P07,Female,13,G1,5,1043.5,732.911764705882,967.511449999998,283.131649999999,N/A,5
logo02_name-white,P07,Female,13,G1,6,753,771.428571428571,1317.25975,116.585149999999,N/A,6
logo02_name-white,P07,Female,13,G1,7,590.666666666667,769.055555555556,1483.8058,149.894100000001,N/A,7
logo02_name-white,P07,Female,13,G1,8,857.454545454546,765.090909090909,1700.3181,183.1993,N/A,8
logo02_name-white,P07,Female,13,G1,9,1094.65,746.45,1950.13555,166.548650000001,N/A,9
logo02_name-white,P07,Female,13,G1,10,1232625,741.916666666667,2166.64905,199.859999999997,N/A,10
logo02_name-white,P07,Female,13,G1,11,1114,746.708333333333,2416.47205,199.8554,N/A,11
logo02_name-white,P07,Female,13,G1,12,943.909090909091,413.045454545455,2699.5993,183.198950000002,N/A,12
logo02_name-white,P07,Female,13,G1,13,910.903846153846,449.346153846154,2899.4536,433.023050000003,N/A,13
logo02_name-white,P07,Female,13,G1,14,673.954545454546,727.022727272727,3415.7514,366.400400000002,N/A,14
logo02_name-white,P07,Female,13,G1,15,805.272727272727,710.454545454546,3832.1181,183.210599999999,N/A,15
logo02_name-white,P07,Female,13,G1,16,924.324324324324,444.256756756757,4081.9369,616.226000000002,N/A,16
logo02_name-white,P07,Female,13,G1,17,839.681818181818,662.772727272727,4764.78075,183.204800000003,N/A,17
logo02_name-white,P07,Female,13,G1,18,935.269230769231,507.153846153846,4997.9451,216.510849999999,N/A,18
logo02_name-white,P07,Female,13,G1,19,994.333333333333,768.5,5281073,199.861399999998,N/A,19
logo02_name-white,P07,Female,13,G1,20,962.285714285714,701.357142857143,5514.24225,233.16185,N/A,20
logo02_name-white,P07,Female,13,G1,21,1042.28571428571,707.5,5780.71495,116.584350000001,N/A,21
logo02_name-white,P07,Female,13,G1,22,941.75,551625,5963.91835,25.9702499999985,N/A,22
logo02_name-white,P08,Female,46,G1,1,1414.64705882353,509.176470588235,0,174.5619,N/A,1
logo02_name-white,P08,Female,46,G1,2,972.833333333333,680.666666666667,241.177100000001,99.9303499999951,N/A,2
logo02_name-white,P08,Female,46,G1,3,727.52,749.8,407.726650000004,416.366250000006,N/A,3
logo02_name-white,P08,Female,46,G1,4,996.75,740.05,890.710850000003,333.096850000002,N/A,4
logo02_name-white,P08,Female,46,G1,5,1172.58333333333,752.75,1290.8424,199.439050000001,N/A,5
logo02_name-white,P08,Female,46,G1,6,1241.5,725.0625,1523.5921,133.237050000003,N/A,6
logo02_name-white,P08,Female,46,G1,7,1013.35294117647,486.5,1723.44825,283.130799999999,N/A,7
logo02_name-white,P08,Female,46,G1,8,1274.30555555556,730.555555555556,2073198,299.784449999999,N/A,8
logo02_name-white,P08,Female,46,G1,9,1361.47368421053,756.342105263158,2406.28905,316.438349999997,N/A,9
logo02_name-white,P08,Female,46,G1,10,952.46875,491.53125,2989.20495,266.474499999997,N/A,10
logo02_name-white,P08,Female,46,G1,11,813.653846153846,703.019230769231,3322.2986,433.021950000002,N/A,11
logo02_name-white,P08,Female,46,G1,12,588.823529411765,707,3821941,283.127650000002,N/A,12
logo02_name-white,P08,Female,46,G1,13,978.785714285714,726.357142857143,4171.68855,233.164550000001,N/A,13
logo02_name-white,P08,Female,46,G1,14,1138.18,748.14,4454.8202,416.361300000004,N/A,14
logo02_name-white,P08,Female,46,G1,15,1208.31818181818,745.454545454546,4904.4956,183.199800000002,N/A,15
logo02_name-white,P08,Female,46,G1,16,988,516.35,5154.3129,166.545050000001,N/A,16
logo02_name-white,P08,Female,46,G1,17,946.814285714286,438.071428571429,5354.16875,582.916700000002,N/A,17
logo02_name-white,P08,Female,46,G1,18,968.214285714286,393.035714285714,5953.7401,48.6034999999974,N/A,18
logo03_name-white,P00,Male,47,G1,1,975.413793103448,714.810344827586,0,373.221799999999,N/A,1
logo03_name-white,P00,Male,47,G1,2,1003.70835696709,781.708567369208,406.5317,233.165500000003,N/A,2
logo03_name-white,P00,Male,47,G1,3,987875,286.446428571429,706.315300000002,466.3315,N/A,3
logo03_name-white,P00,Male,47,G1,4,912.269230769231,616.576923076923,1239.2659,216.510399999999,N/A,4
logo03_name-white,P00,Male,47,G1,5,968.571428571429,833.892857142857,1589.01375,233.165449999993,N/A,5
logo03_name-white,P00,Male,47,G1,6,1102.86363636364,817.545454545455,1872.1432,183.202300000004,N/A,6
logo03_name-white,P00,Male,47,G1,7,1196425,812.4,2621.6051,333.092499999999,N/A,7
logo03_name-white,P00,Male,47,G1,8,879.2,850.4,3104.5905,83.2731500000009,N/A,8
logo03_name-white,P00,Male,47,G1,9,978475,364925,3271.13705,333.094150000004,N/A,9
logo03_name-white,P00,Male,47,G1,10,967.333333333333,310.4,3637.54035,249.820349999995,N/A,10
logo03_name-white,P00,Male,47,G1,11,1178.16666684457,720.055556665604,3970.6342,166.547950000007,N/A,11
logo03_name-white,P00,Male,47,G1,12,1055.76315789474,781.157894736842,4187.14475,316.438999999999,N/A,12
logo03_name-white,P00,Male,47,G1,13,1166.40909090909,832.590909090909,4553.5484,183.201300000001,N/A,13
logo03_name-white,P00,Male,47,G1,14,999.769230769231,573.653846153846,4803.36845,216.511799999993,N/A,14
logo03_name-white,P00,Male,47,G1,15,957.583333333333,428.25,5402.93755,199.855799999998,N/A,15
logo03_name-white,P00,Male,47,G1,16,1009.57317073171,578.390243902439,5652.7577,344.210500000001,N/A,16
logo03_name-white,P01,Male,32,G1,1,1017.61538461538,660.512820512821,0,362.654750000002,N/A,1
logo03_name-white,P01,Male,32,G1,2,726.681818181818,808.818181818182,412.61865,183.201549999998,N/A,2
logo03_name-white,P01,Male,32,G1,3,1243.04166666667,815.25,645.784800000001,199.855699999996,N/A,3
logo03_name-white,P01,Male,32,G1,5,1188.7380952381,791.595238095238,1145.4249,349.7484,N/A,5
logo03_name-white,P01,Male,32,G1,6,1241.3125,790.5625,1511828,133.238300000001,N/A,6
logo03_name-white,P01,Male,32,G1,7,850.318181818182,873.227272727273,1711.6846,183.200649999999,N/A,7
logo03_name-white,P01,Male,32,G1,8,1106.55555555556,861.333333333333,1944.8502,149.892250000001,N/A,8
logo03_name-white,P01,Male,32,G1,9,1451.27777777778,861.5,2161.3603,149.892549999997,N/A,9
logo03_name-white,P01,Male,32,G1,10,999475,331325,2394.52685,333.0936,N/A,10
logo03_name-white,P01,Male,32,G1,11,912.166666666667,522.041666666667,2777.5845,199.85555,N/A,11
logo03_name-white,P01,Male,32,G1,12,977.21052631579,751.421052631579,3044.0595,316.439450000002,N/A,12
logo03_name-white,P01,Male,32,G1,13,897.571428571429,708.5,3393.80745,116.582699999999,N/A,13
logo03_name-white,P01,Male,32,G1,14,978.526315789474,419.184210526316,3577.00925,316.439199999997,N/A,14
logo03_name-white,P01,Male,32,G1,15,1138.16666666667,626.833333333333,3960.06665,199.856599999999,N/A,15
logo03_name-white,P01,Male,32,G1,16,1009.95833333333,572.208333333333,4226.54195,199.856449999999,N/A,16
logo03_name-white,P01,Male,32,G1,17,957.666666666667,523.833333333333,4443.05345,99.9274499999992,N/A,17
logo03_name-white,P01,Male,32,G1,18,976.472222222222,533875,4776.1466,599.569049999998,N/A,18
logo03_name-white,P01,Male,32,G1,19,1074.69444444444,598.333333333333,5425.6797,299.784449999999,N/A,19
logo03_name-white,P01,Male,32,G1,20,1022.23333333333,512.483333333333,5775.4274,214.661900000003,N/A,20
logo03_name-white,P02,Female,22,G1,1,734.714285714286,724.107142857143,0,76.1450500000068,N/A,1
logo03_name-white,P02,Female,22,G1,2,632.85,712.45,126.107450000003,166.5478,N/A,2
logo03_name-white,P02,Female,22,G1,3,992.5,802.642857142857,359.274000000005,116.5818,N/A,3
logo03_name-white,P02,Female,22,G1,4,1429.83333333333,834.433333333333,542.475100000003,249.819750000002,N/A,4
logo03_name-white,P02,Female,22,G1,5,997.416666666667,367.611111111111,958.841500000002,299.784849999996,N/A,5
logo03_name-white,P02,Female,22,G1,6,998.466666666667,838.266666666667,1325.2467,249.820399999997,N/A,6
logo03_name-white,P02,Female,22,G1,7,937.416666666667,760.75,1625.0544,99.9036499999929,N/A,7
logo03_name-white,P02,Female,22,G1,8,968.973684210526,440.71052631579,1791.57725,316.450599999996,N/A,8
logo03_name-white,P02,Female,22,G1,9,903.6,800.466666666667,2174.6346,249.821049999999,N/A,9
logo03_name-white,P02,Female,22,G1,10,1436.96666666667,842,2491.07555,249.819800000005,N/A,10
logo03_name-white,P02,Female,22,G1,11,1074425,366675,3024.02335,333.094450000004,N/A,11
logo03_name-white,P02,Female,22,G1,12,975.115384615385,252.038461538462,3407.08095,216.511400000003,N/A,12
logo03_name-white,P02,Female,22,G1,13,993.95,175.45,3656902,166.545850000002,N/A,13
logo03_name-white,P02,Female,22,G1,14,791.708333333333,775.541666666667,3890.06715,199.856200000002,N/A,14
logo03_name-white,P02,Female,22,G1,15,1328.34615384615,809.846153846154,4173.19685,216.511099999996,N/A,15
logo03_name-white,P02,Female,22,G1,16,1013.34782608696,432.260869565217,4472.99355000001,383.045749999998,N/A,16
logo03_name-white,P02,Female,22,G1,17,1000.42857142857,262.642857142857,4906.00275000001,233.166300000004,N/A,17
logo03_name-white,P02,Female,22,G1,18,1057.9,528.8,5205.80825,333.072500000002,N/A,18
logo03_name-white,P02,Female,22,G1,19,998.242857142857,832.414285714286,5605.5002,395.303500000002,N/A,19
logo03_name-white,P03,Female,16,G1,1,938.190476190476,473.071428571429,0,298.993149999995,N/A,1
logo03_name-white,P03,Female,16,G1,2,668.9,766.2,448.872450000003,83.273500000003,N/A,2
logo03_name-white,P03,Female,16,G1,3,876.576923076923,328.230769230769,615.419200000004,216.51425,N/A,3
logo03_name-white,P03,Female,16,G1,4,871.777777777778,747.888888888889,881.894250000005,149.89155,N/A,4
logo03_name-white,P03,Female,16,G1,5,1143.26041666667,833.697916666667,1448152,799.42525,N/A,5
logo03_name-white,P03,Female,16,G1,6,805.09375,857.671875,2314.20065,532.946400000001,N/A,6
logo03_name-white,P03,Female,16,G1,7,795.717948717949,811.679487179487,2863.80245,649.537499999999,N/A,7
logo03_name-white,P03,Female,16,G1,8,914.72641509434,529.688679245283,3579.9553,882.698449999996,N/A,8
logo03_name-white,P03,Female,16,G1,9,844675,818.15,4529.2702,333.095849999998,N/A,9
logo03_name-white,P03,Female,16,G1,10,910.317073170732,579.536585365854,4928.9857,682.842899999996,N/A,10
logo03_name-white,P03,Female,16,G1,11,837.65625,791.90625,5645.13445000001,266.480550000008,N/A,11
logo03_name-white,P04,Female,17,G1,1,947.1,770.366666666667,52.3574499999995,249.823650000002,N/A,1
logo03_name-white,P04,Female,17,G1,2,865.642857142857,755.357142857143,335.4902,116.5828,N/A,2
logo03_name-white,P04,Female,17,G1,3,953.857142857143,827,502.0373,116.582299999998,N/A,3
logo03_name-white,P04,Female,17,G1,4,950.857142857143,347.035714285714,685.239700000002,233.165599999997,N/A,4
logo03_name-white,P04,Female,17,G1,5,1026.63636363636,882.568181818182,1001.6747,366.405300000002,N/A,5
logo03_name-white,P04,Female,17,G1,6,903.836734693878,565.163265306122,1434.69855,816.080849999998,N/A,6
logo03_name-white,P04,Female,17,G1,7,875.433333333333,282.033333333333,2317.39895,249.819800000001,N/A,7
logo03_name-white,P04,Female,17,G1,8,959.888888888889,445.055555555556,2617.1848,149.889599999995,N/A,8
logo03_name-white,P04,Female,17,G1,9,948.742424242424,247.242424242424,2833.69865,549.597400000002,N/A,9
logo03_name-white,P04,Female,17,G1,10,873.822580645161,921.338709677419,3633.12205,516.289000000001,N/A,10
logo03_name-white,P04,Female,17,G1,11,879.227272727273,1031.13636363636,4182.7271,183.194899999995,N/A,11
logo03_name-white,P04,Female,17,G1,12,980.346153846154,1044.19230769231,4399.23095,216.512350000005,N/A,12
